OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21067208003-SW,Sample-Routine,Water,Surface Water,2021-07-27,16:26:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982588434,,as P,Orthophosphate,Dissolved,0.345,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,ISU,2021-07-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21067208003-SW/results/982588434/resdetectqntlmts,Method Detection Level,0.01,mg/L,,2023-07-17T16:34:00,STORET
UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,UMRR_LTRM-UI02.9M:20210112:1103:SR:WB:0.2,Sample-Routine,Water,,2021-01-12,11:03:00,CST,,,,,0.2,m,,,,,,UMRR_LTRM_FIXED_SITE_WQ_DATA,Upper Mississippi River Restoration-Long Term Resource Monitoring Water Quality Data Wate Quality Fixed Site Data,,UMRR_LTRM-UI02.9M,Upper Iowa River 02.9M,,,,,43.4740000000,-91.2950000000,Grab Sample Method,UMRR_LTRM,Grab Sample Method,,Water Bottle,STORET-991835638,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.041,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5255/,,,,,,,,,2023-10-27T20:44:18,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21245258002-SW,Sample-Routine,Water,Surface Water,2021-09-15,09:25:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982592217,,,Total suspended solids,Total,8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-3765-85,USDOI/USGS,"Solids, residue at 105°C",,,ISU,2021-09-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21245258002-SW/results/982592217/resdetectqntlmts,Method Detection Level,4.8,mg/L,,2023-07-17T16:34:53,STORET
UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,UMRR_LTRM-UI02.9M:20210112:1103:SR:WB:0.2,Sample-Routine,Water,,2021-01-12,11:03:00,CST,,,,,0.2,m,,,,,,UMRR_LTRM_FIXED_SITE_WQ_DATA,Upper Mississippi River Restoration-Long Term Resource Monitoring Water Quality Data Wate Quality Fixed Site Data,,UMRR_LTRM-UI02.9M,Upper Iowa River 02.9M,,,,,43.4740000000,-91.2950000000,Grab Sample Method,UMRR_LTRM,Grab Sample Method,,Water Bottle,STORET-991835632,,as N,Ammonia-nitrogen,"Filtered, field",0.034,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-NH3(F),APHA,4500 NH3 F  ~ Ammonia in Water Using Phenate Method,,,,,,,,,,,2023-10-27T20:44:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21067154001-SW,Sample-Routine,Water,Surface Water,2021-06-03,13:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982588414,,as P,Orthophosphate,Dissolved,0.015,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,ISU,2021-06-03,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21067154001-SW/results/982588414/resdetectqntlmts,Method Detection Level,0.01,mg/L,,2023-07-17T16:34:00,STORET
UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,UMRR_LTRM-UI02.9M:20210112:1103:FM:PS:0.2,Field Msr/Obs,Water,,2021-01-12,11:03:00,CST,,,,,0.2,m,,,,,,UMRR_LTRM_FIXED_SITE_WQ_DATA,Upper Mississippi River Restoration-Long Term Resource Monitoring Water Quality Data Wate Quality Fixed Site Data,,UMRR_LTRM-UI02.9M,Upper Iowa River 02.9M,,,,,43.4740000000,-91.2950000000,Field Sample Method,UMRR_LTRM,Field Sample Method,,Probe/Sensor,STORET-991836070,,,pH,,7.9,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-27T20:44:50,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1745196-SW,Sample-Routine,Water,Surface Water,2021-07-01,10:25:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-982531485,,,Nickel,Dissolved,1,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2021-12-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1745196-SW/results/982531485/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2023-07-17T16:12:57,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1684090-SW,Sample-Routine,Water,Surface Water,2021-05-04,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-911709957,,,"Chlorophyll a, free of pheophytin",Non-Filterable (Particle),120,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,445.0,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,UHL,2021-05-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1684090-SW/results/911709957/resdetectqntlmts,Method Detection Level,1,ug/L,,2021-09-08T09:07:16,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1684090-SW,Sample-Routine,Water,Surface Water,2021-05-04,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-911709964,Not Detected,as N,Ammonia-nitrogen,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,LAC10-107-06-1J,21IOWA_WQX,LAC10-107-06-1J (UHL),,,UHL,2021-05-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1684090-SW/results/911709964/resdetectqntlmts,Method Detection Level,0.05,mg/L,,2021-09-08T09:07:16,STORET
UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,UMRR_LTRM-UI02.9M:20210112:1103:FM:PS:0.2,Field Msr/Obs,Water,,2021-01-12,11:03:00,CST,,,,,0.2,m,,,,,,UMRR_LTRM_FIXED_SITE_WQ_DATA,Upper Mississippi River Restoration-Long Term Resource Monitoring Water Quality Data Wate Quality Fixed Site Data,,UMRR_LTRM-UI02.9M,Upper Iowa River 02.9M,,,,,43.4740000000,-91.2950000000,Field Sample Method,UMRR_LTRM,Field Sample Method,,Probe/Sensor,STORET-991836071,,,Turbidity,,4,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-27T20:44:50,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21082258001-MW,Field Msr/Obs,Water,Surface Water,2021-09-15,12:30:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982589356,,,Turbidity,Total,5.428510638,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2130-B,21IOWA_WQX,ISU modification of APHA 2130-B,,,ISU,2021-09-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21082258001-MW/results/982589356/resdetectqntlmts,Method Detection Level,0.3,NTU,,2023-07-17T16:34:13,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21245154007-MW,Field Msr/Obs,Water,Surface Water,2021-06-03,10:10:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982592164,,,Dissolved oxygen (DO),Total,8.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-O-G,21IOWA_WQX,ISU modification of APHA 4500-O-G,,,ISU,2021-06-03,,,,,,,2023-07-17T16:34:52,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21087209005-MW,Field Msr/Obs,Water,Surface Water,2021-07-28,09:36:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982589654,,,"Depth, Secchi disk depth",Total,2,m,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unknown,21IOWA_WQX,Unknown,,,ISU,2021-07-28,,,,,,,2023-07-17T16:34:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21087258005-MW,Field Msr/Obs,Water,Surface Water,2021-09-15,11:12:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982589666,,,Turbidity,Total,5.642,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2130-B,21IOWA_WQX,ISU modification of APHA 2130-B,,,ISU,2021-09-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21087258005-MW/results/982589666/resdetectqntlmts,Method Detection Level,0.3,NTU,,2023-07-17T16:34:18,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21087154006-SW,Sample-Routine,Water,Surface Water,2021-06-03,08:45:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982589637,,as N,Ammonia-nitrogen,Dissolved,0.028,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,ISU,2021-06-03,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21087154006-SW/results/982589637/resdetectqntlmts,Method Detection Level,0.014,mg/L,,2023-07-17T16:34:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21042258004-SW,Sample-Routine,Water,Surface Water,2021-09-15,10:10:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982587063,Not Detected,,Microcystin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 546 OH,21IOWA_WQX,Iowa State University Microcystin,,,ISU,2021-09-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21042258004-SW/results/982587063/resdetectqntlmts,Method Detection Level,0.3,ug/L,,2023-07-17T16:33:41,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21082258001-MW,Field Msr/Obs,Water,Surface Water,2021-09-15,12:30:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982589357,,,Specific conductance,Total,255.3638298,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2510,21IOWA_WQX,ISU modification of APHA 2510,,,ISU,2021-09-15,,,,,,,2023-07-17T16:34:13,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21067208003-SW,Sample-Routine,Water,Surface Water,2021-07-27,16:26:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982588439,,,Microcystin,Total,3.759,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 546 OH,21IOWA_WQX,Iowa State University Microcystin,,,ISU,2021-07-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21067208003-SW/results/982588439/resdetectqntlmts,Method Detection Level,0.3,ug/L,,2023-07-17T16:34:00,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21087154006-MW,Field Msr/Obs,Water,Surface Water,2021-06-03,08:45:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982589627,,,Specific conductance,Total,166.15,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2510,21IOWA_WQX,ISU modification of APHA 2510,,,ISU,2021-06-03,,,,,,,2023-07-17T16:34:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21245209006-MW,Field Msr/Obs,Water,Surface Water,2021-07-28,10:43:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982592179,,,Turbidity,Total,11.11117647,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2130-B,21IOWA_WQX,ISU modification of APHA 2130-B,,,ISU,2021-07-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21245209006-MW/results/982592179/resdetectqntlmts,Method Detection Level,0.3,NTU,,2023-07-17T16:34:53,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1784313-SW,Sample-Routine,Water,Surface Water,2021-08-05,11:30:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-982532790,Not Detected,,Chromium,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2021-12-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1784313-SW/results/982532790/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2023-07-17T16:13:19,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1885821-SW,Sample-Routine,Water,Surface Water,2021-10-11,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-982536872,,,"Chlorophyll a, free of pheophytin",Non-Filterable (Particle),8,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,445.0,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,UHL,2021-10-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1885821-SW/results/982536872/resdetectqntlmts,Method Detection Level,1,ug/L,,2023-07-17T16:14:21,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1885835-SW,Sample-Routine,Water,Surface Water,2021-10-11,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-982536956,,,Nickel,Dissolved,0.67,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2022-01-04,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1885835-SW/results/982536956/resdetectqntlmts,Method Detection Level,0.5,ug/L,,2023-07-17T16:14:22,STORET
UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,UMRR_LTRM-UI02.9M:20211004:1418:SR:WB:0.2,Sample-Routine,Water,,2021-10-04,14:18:00,CST,,,,,0.2,m,,,,,,UMRR_LTRM_FIXED_SITE_WQ_DATA,Upper Mississippi River Restoration-Long Term Resource Monitoring Water Quality Data Wate Quality Fixed Site Data,,UMRR_LTRM-UI02.9M,Upper Iowa River 02.9M,,,,,43.4740000000,-91.2950000000,Grab Sample Method,UMRR_LTRM,Grab Sample Method,,Water Bottle,STORET-991835649,,,Volatile suspended solids,"Filtered, lab",2.14,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2540-E,APHA,2540 E ~ Fixed and Volatile Solids in Water,,,,,,,,,,,2023-10-27T20:44:18,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1571546-SW,Sample-Routine,Water,Surface Water,2021-02-01,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-911705803,,as N,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,5.3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,LAC10-107-04-1J,21IOWA_WQX,LAC10-107-04-1J (UHL),,,UHL,2021-02-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1571546-SW/results/911705803/resdetectqntlmts,Method Detection Level,0.1,mg/L,,2021-09-08T09:06:45,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2021-A21245209006-SW,Sample-Routine,Water,Surface Water,2021-07-28,10:43:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-982592189,Not Detected,as N,Ammonia,Dissolved,,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,ISU,2021-07-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2021-A21245209006-SW/results/982592189/resdetectqntlmts,Method Detection Level,0.00001,mg/L,,2023-07-17T16:34:53,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1648616-SW,Sample-Routine,Water,Surface Water,2021-04-05,10:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-911708624,,,Chloride,Total,19,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,UHL,2021-04-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1648616-SW/results/911708624/resdetectqntlmts,Method Detection Level,0.2,mg/L,,2021-09-08T09:07:06,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1784308-SW,Sample-Routine,Water,Surface Water,2021-08-05,11:30:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-982532738,,,Magnesium,Total,25,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.7(W),USEPA,200.7 W  ~ Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,UHL,2021-08-10,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1784308-SW/results/982532738/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2023-07-17T16:13:18,STORET
