OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977074,FFM 977074,River/Stream,,07100008,,,,,41.8203600000,-93.6245400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977075,FFM 977075,River/Stream,,07100008,,,,,41.7767400000,-93.5931200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977076,FFM 977076,River/Stream,,07100008,,,,,41.7482600000,-93.5810400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977077,FFM 977077,River/Stream,,07100008,,,,,41.7171500000,-93.5696200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977078,FFM 977078,River/Stream,,07100008,,,,,41.7026100000,-93.5558700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977079,FFM 977079,River/Stream,,07100008,,,,,41.6586000000,-93.5457300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977080,FFM 977080,River/Stream,,07100008,,,,,41.6295000000,-93.5480800000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977081,FFM 977081,River/Stream,,07100008,,,,,41.6138500000,-93.5454400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977082,FFR 977082,River/Stream,,07100006,,,,,41.5358300000,-93.6742200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977083,FFR 977083,River/Stream,,07100006,,,,,41.5555200000,-93.6801800000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977084,GLU 977084,River/Stream,,07100006,,,,,41.5621800000,-93.6411400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977085,JJR 977085,River/Stream,,07100006,,,,,41.5742000000,-93.7801900000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977086,JJR 977086,River/Stream,,07100006,,,,,41.5642600000,-93.7355300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977087,FLH 977087,River/Stream,,07100008,,,,,41.5874500000,-93.5445800000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977088,Unnamed Creek,River/Stream,,07100008,,,,,41.6149800000,-93.5716600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977089,Unnamed Creek,River/Stream,,07100008,,,,,41.5839500000,-93.5518400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977090,FLF 977090,River/Stream,,07100008,,,,,41.6438600000,-93.4782100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977091,FLF 977091,River/Stream,,07100008,,,,,41.6073200000,-93.5032500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977092,MMD 977092,River/Stream,,07100008,,,,,41.6789600000,-93.4646300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977093,MMD 977093,River/Stream,,07100008,,,,,41.6295300000,-93.4274700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977094,MMD 977094,River/Stream,,07100008,,,,,41.5507400000,-93.3864000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977095,WNW 977095,River/Stream,,07100006,,,,,41.6177200000,-93.7236700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977096,WNW 977096,River/Stream,,07100006,,,,,41.6208000000,-93.7122000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977097,WNW 977097,River/Stream,,07100006,,,,,41.6582295000,-93.7682118000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977098,WNW 977098,River/Stream,,07100006,,,,,41.6582300000,-93.7682100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977099,WNW 977099,River/Stream,,07100006,,,,,41.6293100000,-93.7416300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977100,WNW 977100,River/Stream,,07100006,,,,,41.6147100000,-93.7264800000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977101,WNW 977101,River/Stream,,07100006,,,,,41.6093300000,-93.7211000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977102,WNW 977102,River/Stream,,07100006,,,,,41.5988600000,-93.7188900000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977103,DSM 977103,River/Stream,,07100004,,,,,41.6191100000,-93.6421300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977104,RRC 977104,River/Stream,,07100004,,,,,41.7463700000,-93.6489200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977105,RRC 977105,River/Stream,,07100004,,,,,41.7189600000,-93.6476600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977106,SSY 977106,River/Stream,,07100004,,,,,41.6925900000,-93.6217700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977107,SSP 977107,River/Stream,,07100008,,,,,41.6051200000,-93.4448500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977108,SSP 977108,River/Stream,,07100008,,,,,41.5510800000,-93.4460700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977109,WWG 977109,River/Stream,,07100006,,,,,41.5912000000,-93.6987200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977110,WWL 977110,River/Stream,,07100006,,,,,41.6148500000,-93.7953700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977111,WWL 977111,River/Stream,,07100006,,,,,41.6101900000,-93.7749000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977112,WWL 977112,River/Stream,,07100006,,,,,41.6096700000,-93.7557200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977113,WWL 977113,River/Stream,,07100006,,,,,41.6021100000,-93.7363500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977114,WWL 977114,River/Stream,,07100006,,,,,41.5984500000,-93.7181600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977115,WWL 977115,River/Stream,,07100006,,,,,41.5826200000,-93.7028100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977116,YYD 977116,River/Stream,,07100008,,,,,41.5377900000,-93.6305400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977117,YYD 977117,River/Stream,,07100008,,,,,41.5420400000,-93.5833800000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977118,Raccoon River,River/Stream,,07100006,,,,,41.5740900000,-93.6481900000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977119,DSM 977119,River/Stream,,07100004,,,,,41.6184600000,-93.6430300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977120,BBV 977120,River/Stream,,07100004,,,,,41.7394000000,-93.7851000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977121,BLB 977121,River/Stream,,07100004,,,,,41.7062944400,-93.7465833000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977125,BBV 977125,River/Stream,,07100004,,,,,41.6727000000,-93.7257000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977147,WWL 977147,River/Stream,,07100006,,,,,41.5932000000,-93.7129000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977150,JJR 977150,River/Stream,,07100006,,,,,41.5586000000,-93.7268000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977152,CCM 977152,River/Stream,,07100008,,,,,41.6427000000,-93.3799000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977156,CCM 977156,River/Stream,,07100008,,,,,41.5390900000,-93.3385100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977157,BLB 977157,River/Stream,,07100004,,,,,41.7045600000,-93.7945700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977158,BLB 977158,River/Stream,,07100004,,,,,41.7092100000,-93.7555600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977159,BLB 977159,River/Stream,,07100004,,,,,41.6954300000,-93.7366200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977160,BBV 977160,River/Stream,,07100004,,,,,41.6525900000,-93.6872100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977161,BCL 977161,Lake,,07100004,,,,,41.8119200000,-93.7373600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977163,GLL 977163,Lake,,07100006,,,,,41.5689600000,-93.6383500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977164,SLL 977164,Lake,,07100004,,,,,41.7586400000,-93.7470300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977165,DWP 977165,River/Stream,,07100006,,,,,41.5981800000,-93.6887600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977167,DGP 977167,River/Stream,,07100006,,,,,41.5794900000,-93.6820600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977168,DWP 977168,River/Stream,,07100004,,,,,41.6079900000,-93.6637300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977169,DGP 977169,River/Stream,,07100008,,,,,41.6152500000,-93.5583400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977170,DMP 977170,River/Stream,,07100006,,,,,41.5687500000,-93.6238000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977171,DHR 977171,River/Stream,,07100006,,,,,41.5490000000,-93.6531700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977173,DDP 977173,River/Stream,,07100008,,,,,41.5805800000,-93.5721100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977189,SSY 977189,River/Stream,,07100004,,,,,41.7171000000,-93.6232000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977192,BBG 977192,River/Stream,,07100004,,,,,41.7798700000,-93.7108100000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977196,RRO 977196,River/Stream,,07100004,,,,,41.7526000000,-93.6505000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977197,WWL 977197,River/Stream,,07100006,,,,,41.5757000000,-93.6961000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977199,JJR 977199,River/Stream,,07100006,,,,,41.5706000000,-93.7319300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977200,WWL 977200,River/Stream,,07100006,,,,,41.6099100000,-93.7551700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977214,JPP 977214,River/Stream,,07100004,,,,,41.7864000000,-93.7925900000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977221,CCP 977221,River/Stream,,07100008,,,,,41.6016300000,-93.5280500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977222,SSP 977222,River/Stream,,07100008,,,,,41.5812800000,-93.4431500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977223,WWL 977223,River/Stream,,07100006,,,,,41.6777900000,-93.8529300000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,049,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977224,WWL 977224,River/Stream,,07100006,,,,,41.6293000000,-93.8144200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977225,WLW 977225,River/Stream,,07100006,,,,,41.6392700000,-93.8527900000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,049,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977242,SSP 977242,River/Stream,,07100008,,,,,41.5992000000,-93.4502000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977252,WNW  977252,River/Stream,,07100006,,,,,41.6160000000,-93.7264000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977270,JJR 977270,River/Stream,,07100006,,,,,41.5741000000,-93.7747000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977273,YYD 977273,River/Stream,,07100008,,,,,41.5371000000,-93.6330000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977275,ELO 977275,River/Stream,,07100008,,,,,41.5494000000,-93.5538000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977300,JPW 977300,River/Stream,,07100004,,,,,41.7880000000,-93.7913000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977301,FFM 977301,River/Stream,,07100008,,,,,41.7611000000,-93.5906000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977302,MMD 977302,River/Stream,,07100008,,,,,41.5290000000,-93.3767000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977303,MMD 977303,River/Stream,,07100008,,,,,41.6730000000,-93.4552000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977304,MMD 977304,River/Stream,,07100008,,,,,41.6333500000,-93.4122670000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977305,YYD 977305,River/Stream,,07100008,,,,,41.5370000000,-93.6159000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977306,CBL 977306,River/Stream,,07080105,,,,,41.7769800000,-93.3961000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977307,CCR 977307,River/Stream,,07080105,,,,,41.7950000000,-93.4113000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977308,FFM 977308,River/Stream,,07100008,,,,,41.5685000000,-93.5224000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977309,FDR 977309,River/Stream,,07100008,,,,,41.7366000000,-93.5706000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977310,C04 977310,River/Stream,,07080105,,,,,41.7896000000,-93.4180000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977311,C38 977311,River/Stream,,07080105,,,,,41.7465000000,-93.3816000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977312,FMC 977312,River/Stream,,07100008,,,,,41.6671000000,-93.5463000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977313,JPW 977313,River/Stream,,07100004,,,,,41.7878000000,-93.7910000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977321,FLF 977321,River/Stream,,07100008,,,,,41.6000490000,-93.5211080000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977322,SSN 977322,River/Stream,,07080105,,,,,41.7100960000,-93.3769350000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977323,ELM 977323,River/Stream,,07100008,,,,,41.5294570000,-93.5547540000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977324,FLF 977324,River/Stream,,07100008,,,,,41.6460610000,-93.4768510000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977325,CCW 977325,River/Stream,,07100008,,,,,41.5713870000,-93.6008610000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977326,CLI 977326,River/Stream,,07100008,,,,,41.5579090000,-93.5642560000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977327,IIN 977327,River/Stream,,07080105,,,,,41.8566000000,-93.3862000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977328,DSM 977328,River/Stream,,07100004,,,,,41.6153000000,-93.6322000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977329,DSM 977329,River/Stream,,07100008,,,,,41.5688000000,-93.5777000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977330,WGC 977330,River/Stream,,07100006,,,,,41.6040500000,-93.6847830000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977331,FFM 977331,River/Stream,,07100008,,,,,41.8041220000,-93.6014390000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977332,FFM 977332,River/Stream,,07100008,,,,,41.8057580000,-93.6159530000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977333,DGW 977333,River/Stream,,07100006,,,,,41.5805449000,-93.6819760000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977334,DGE 977334,River/Stream,,07100006,,,,,41.5820693000,-93.6796577000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977335,DGS 977335,River/Stream,,07100006,,,,,41.5753775000,-93.6840274000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
